MAP_PAR_ID,Full Address,total_value,est_annual_tax,rev_per_acre,acres,Landuse Description,unit_count,tax_exempt,is_water
043.0-0006-0004.A,42 BEACON ST #1 | 44 BEACON ST #2,1562000.0,16822.74,166336.07876340413,0.10113704810805724,102  - Condo,2,False,False
043.0-0006-0005.0,40 BEACON ST #1 | 38 BEACON ST #1 | 40 BEACON ST #2 | 38 BEACON ST #2,2196700.0,23658.459,204663.14580605345,0.11559706515221675,102  - Condo,4,False,False
043.0-0006-0006.A,36 BEACON ST,992000.0,10683.84,90992.5935734218,0.11741439144032338,104  - Two Family,1,False,False
043.0-0006-0006.B,107 PALMER ST,1136900.0,12244.413,107373.832643426,0.11403535385257266,101  - One Family,1,False,False
043.0-0006-0007.A,32 BEACON ST,867500.0,9342.975,90831.18888017374,0.10286086877411055,101  - One Family,1,False,False
043.0-0006-0007.B,103 PALMER ST,852800.0,9184.656,86840.03822967279,0.10576522289993248,101  - One Family,1,False,False
043.0-0006-0008.A,28 BEACON ST,933000.0,10048.41,90833.52935550778,0.11062445851544692,101  - One Family,1,False,False
043.0-0006-0009.0,26 BEACON ST #26 | 24 BEACON ST #24,2270100.0,24448.977,179241.77264066084,0.13640222722531684,102  - Condo,2,False,False
043.0-0006-0010.0,0LOT PALMER ST,16700.0,179.859,2086.3068812774213,0.08620927324453556,132  - Undev. Land,1,False,False
043.0-0006-0011.A,99 PALMER ST,866400.0,9331.128,84931.98710639146,0.10986588584476668,101  - One Family,1,False,False
043.0-0006-0012.0,111-113 PALMER ST,1218000.0,13117.86,119288.7118218343,0.10996732045855609,104  - Two Family,1,False,False
043.0-0006-0013.A,115-117 PALMER ST,849300.0,9146.961,78356.99509934035,0.11673445348948817,104  - Two Family,1,False,False
043.0-0006-0014.0,119-121 PALMER ST,1022900.0,11016.633,100125.9288213842,0.1100277733218605,104  - Two Family,1,False,False
043.0-0006-0015.0,123 PALMER ST #2 | 125 PALMER ST #1,1224400.0,13186.788,121533.64413192058,0.10850318933649515,102  - Condo,2,False,False
043.0-0006-0016.0,127-129 PALMER ST,1062400.0,11442.048,95152.97636967603,0.12024897629630456,104  - Two Family,1,False,False
043.0-0007-0001.0,64 PARK ST | 66 PARK ST,2338600.0,25186.722,146524.71085441948,0.1718940228793519,102  - Condo,2,False,False
043.0-0007-0002.0,60-62 PARK ST,1296000.0,13957.92,76502.28501046862,0.182451020882448,104  - Two Family,1,False,False
043.0-0007-0003.0,1-3 PARK ST PL,974000.0,10489.98,105759.42741409496,0.09918718601725297,104  - Two Family,1,False,False
043.0-0007-0004.0,5-7 PARK ST PL,971300.0,10460.901,101795.47546048625,0.10276390922758238,104  - Two Family,1,False,False
043.0-0007-0005.0,6-8 PARK ST PL,1134800.0,12221.796,101904.06331918007,0.11993433433286513,104  - Two Family,1,False,False
043.0-0007-0006.0,2 PARK ST PL #B | 2 PARK ST PL #A,981500.0,10570.755,114567.00811166203,0.0922670075288802,102  - Condo,2,False,False
043.0-0007-0007.0,48 PARK ST,934500.0,10064.565,58752.06892194118,0.17130571203155284,101  - One Family,1,False,False
043.0-0007-0008.0,46 PARK ST,998000.0,10748.460000000001,57643.32382141473,0.18646495877475588,101  - One Family,1,False,False
043.0-0007-0009.0,44 PARK ST,1019900.0,10984.323,67909.51245614227,0.16174940155981773,101  - One Family,1,False,False
043.0-0007-0010.0,40 PARK ST | 38 PARK ST,2308700.0,24864.699,143975.4071866418,0.17270101530441775,102  - Condo,2,False,False
043.0-0007-0011.0,34 PARK ST | 36 PARK ST,2056900.0,22152.813000000002,128525.29109731968,0.17236150808035,102  - Condo,2,False,False
043.0-0007-0012.0,32 PARK ST,753900.0,8119.503,43037.671938954634,0.18866036739898107,101  - One Family,1,False,False
043.0-0007-0013.0,26-28 PARK ST #1 | 26-28 PARK ST #3 | 26-28 PARK ST #2,1795000.0,19332.15,123598.24576160287,0.15641120050593585,102  - Condo,3,False,False
043.0-0007-0014.0,25-27 BEACON ST #27 | 25-27 BEACON ST #25,2009600.0,21643.392,132752.07229153274,0.163036189389719,102  - Condo,2,False,False
043.0-0007-0015.0,29 BEACON ST,1130500.0,12175.485,62259.678056889425,0.195559716657621,101  - One Family,1,False,False
043.0-0007-0016.0,35 BEACON ST #35 | 33 BEACON ST #33,2529100.0,27238.407,158661.47971266194,0.17167624460158268,102  - Condo,2,False,False
043.0-0007-0017.0,37-39 BEACON ST #37 | 37-39 BEACON ST #39,1671400.0,18000.978,116597.96998323748,0.15438500346607992,102  - Condo,2,False,False
043.0-0007-0018.A,41 BEACON ST,1050000.0,11308.5,71149.14072932408,0.15894078107030754,101  - One Family,1,False,False
043.0-0007-0018.B,0LOT BEACON ST,2400.0,0.0,0.0,0.020855642190690915,936  - Vacant-TT,1,True,False
043.0-0007-0018.C,43 BEACON ST | 45 BEACON ST,2093600.0,22548.072,120886.23753919241,0.1865230687876253,102  - Condo,2,False,False
043.0-0007-0020.0,47-49 BEACON ST #47 | 47-49 BEACON ST #49,2167000.0,23338.59,138192.33747584285,0.16888483418322506,102  - Condo,2,False,False
043.0-0007-0021.0,55 BEACON ST #55 | 53 BEACON ST #53,1569600.0,16904.592,99992.5510167013,0.16905851314040887,102  - Condo,2,False,False
043.0-0007-0022.0,57 BEACON ST,937400.0,10095.798,120924.57137091589,0.0834883918590278,101  - One Family,1,False,False
043.0-0007-0023.0,59 BEACON ST,840500.0,9052.185,108283.40656304893,0.08359715756383493,101  - One Family,1,False,False
043.0-0007-0024.0,63 BEACON ST,1059100.0,11406.507,68498.52994586769,0.16652192403273788,101  - One Family,1,False,False
043.0-0007-0025.0,65-71 BEACON ST #69 | 65-71 BEACON ST #71 | 65-71 BEACON ST #67 | 65-71 BEACON ST #65,3267000.0,35185.590000000004,133601.22452355182,0.26336278073407426,102  - Condo,4,False,False
043.0-0007-0026.0,73 BEACON ST,827100.0,8907.867,64807.51568134529,0.13745114137377915,101  - One Family,1,False,False
044.0-0001-0001.0,266 MYSTIC VALLEY PKWY,1761500.0,18971.355,56492.81531376269,0.33581889829056244,101  - One Family,1,False,False
044.0-0001-0002.0,152 WEBSTER ST #1 | 152 WEBSTER ST #2,1707500.0,18389.775,123157.18267019013,0.14931954922391383,102  - Condo,2,False,False
044.0-0001-0003.0,150 WEBSTER ST | 148 WEBSTER ST,1413200.0,15220.164,157437.87946326635,0.09667409172359434,102  - Condo,2,False,False
044.0-0001-0004.0,144 WEBSTER ST,1058000.0,11394.66,82886.33177221245,0.13747332951486757,104  - Two Family,1,False,False
044.0-0001-0005.0,140 WEBSTER ST #2 | 140 WEBSTER ST #1,1243600.0,13393.572,112385.75025417493,0.11917500189933958,102  - Condo,2,False,False
044.0-0001-0006.0,138 WEBSTER ST #138 | 136 WEBSTER ST #136,1607800.0,17316.006,130943.76122601771,0.13224002302875212,102  - Condo,2,False,False
044.0-0001-0007.0,134 WEBSTER ST #134 | 132 WEBSTER ST #132,1990700.0,21439.839,173760.9015712589,0.1233870151807861,102  - Condo,2,False,False
044.0-0001-0008.0,128-130 WEBSTER ST,1211600.0,13048.932,99460.42102570683,0.13119723268240877,104  - Two Family,1,False,False
044.0-0001-0009.0,37 HAMLET ST,982600.0,10582.602,113517.54693756897,0.09322437178650535,101  - One Family,1,False,False
044.0-0001-0010.0,41 HAMLET ST,955500.0,10290.735,114989.13826373218,0.08949310478697378,101  - One Family,1,False,False
044.0-0001-0011.0,45 HAMLET ST,1036200.0,11159.874,122095.11939491496,0.09140311304257415,101  - One Family,1,False,False
044.0-0001-0012.0,49 HAMLET ST,1132100.0,12192.717,128641.89381149606,0.094780297761058,101  - One Family,1,False,False
044.0-0001-0013.0,165-167 FRANKLIN ST,1038500.0,11184.645,39881.14655157295,0.28044943456017235,104  - Two Family,1,False,False
044.0-0001-0014.0,169 FRANKLIN ST #169 | 171 FRANKLIN ST #171,1584400.0,17063.988,73906.77117785256,0.2308853130511744,102  - Condo,2,False,False
044.0-0001-0015.0,173 FRANKLIN ST #173A | 173 FRANKLIN ST #173B,1620400.0,17451.708,93676.30747229839,0.18629799221282023,102  - Condo,2,False,False
044.0-0001-0016.A,177 FRANKLIN ST,1130700.0,12177.639,99552.68291270747,0.12232356420447184,104  - Two Family,1,False,False
044.0-0001-0017.0,179 FRANKLIN ST #2 | 179 FRANKLIN ST #1,1164400.0,12540.588,90263.29544221883,0.13893341627469977,102  - Condo,2,False,False
044.0-0001-0018.0,181 FRANKLIN ST,1338000.0,14410.26,62944.47459711622,0.2289360597929306,101  - One Family,1,False,False
044.0-0002-0001.0,250 MYSTIC VALLEY PKWY,1127300.0,12141.021,72888.17544366958,0.16657051608299603,104  - Two Family,1,False,False
044.0-0002-0002.0,244-246 MYSTIC VALLEY PKWY,1243100.0,13388.187,83836.6052081959,0.15969381115507245,104  - Two Family,1,False,False
044.0-0002-0003.0,240 MYSTIC VALLEY PKWY,1031500.0,11109.255,75694.54849729933,0.14676426797626466,101  - One Family,1,False,False
044.0-0002-0004.0,188-190 PALMER ST,1200300.0,12927.231,106496.5569186516,0.12138637505318213,104  - Two Family,1,False,False
044.0-0002-0005.0,184-186 PALMER ST,1192200.0,12839.994,94141.82075900001,0.13638990510784751,104  - Two Family,1,False,False
044.0-0002-0006.0,180-182 PALMER ST,1320400.0,14220.708,122984.99044898468,0.11562962234728053,104  - Two Family,1,False,False
044.0-0002-0007.0,133-135 WEBSTER ST #2 | 133-135 WEBSTER ST #1,1296900.0,13967.613,128844.0239517617,0.10840714665376623,102  - Condo,2,False,False
044.0-0002-0008.0,137 WEBSTER ST #2 | 137 WEBSTER ST #1,0.0,0.0,0.0,0.12098135706804569,102  - Condo,2,False,False
044.0-0002-0009.0,141-143 WEBSTER ST #143 | 141-143 WEBSTER ST #141,1190800.0,12824.916,108802.69118736405,0.11787315056311252,102  - Condo,2,False,False
044.0-0002-0010.0,145-147 WEBSTER ST,1059100.0,11406.507,107791.02801071318,0.10582056049104871,104  - Two Family,1,False,False
044.0-0003-0001.0,234 MYSTIC VALLEY PKWY,981100.0,10566.447,84479.03697826795,0.12507773973226277,101  - One Family,1,False,False
044.0-0003-0002.A,228 MYSTIC VALLEY PKWY,1096800.0,11812.536,55107.90435654766,0.21435284353353368,104  - Two Family,1,False,False
044.0-0003-0003.A,222 MYSTIC VALLEY PKWY,938700.0,10109.799,53430.32823843227,0.18921461524408256,101  - One Family,1,False,False
044.0-0003-0004.0,175 PALMER ST #2 | 177 PALMER ST #1,1341300.0,14445.801,143850.11790828072,0.10042258713483077,102  - Condo,2,False,False
044.0-0003-0005.0,179-181 PALMER ST,1129000.0,12159.33,113471.98873203632,0.10715710666457264,104  - Two Family,1,False,False
044.0-0003-0006.0,185 PALMER ST,1007800.0,10854.006,107074.53525627815,0.10136869587172541,101  - One Family,1,False,False
044.0-0004-0001.0,44 HAMLET ST,1193300.0,12851.841,117113.65154990081,0.10973819729738318,101  - One Family,1,False,False
044.0-0004-0002.0,40 HAMLET ST,1240000.0,13354.8,116070.1274985866,0.11505802817492918,101  - One Family,1,False,False
044.0-0004-0003.0,122 WEBSTER ST #122 | 120 WEBSTER ST #120,1964500.0,21157.665,168738.49061391543,0.1253873074425568,102  - Condo,2,False,False
044.0-0004-0004.0,116-118 WEBSTER ST,1061000.0,11426.97,87069.2813664263,0.1312399714419397,104  - Two Family,1,False,False
044.0-0004-0005.0,112 WEBSTER ST #112 | 114 WEBSTER ST #114,1340400.0,14436.108,115740.03627721829,0.12472873228951575,102  - Condo,2,False,False
044.0-0004-0006.0,108110 WEBSTER ST #2 | 108110 WEBSTER ST #1,1299500.0,13995.615,112863.7174815418,0.12400455445115834,102  - Condo,2,False,False
044.0-0004-0007.0,104-106 WEBSTER ST #2 | 104-106 WEBSTER ST #1,1246200.0,13421.574,109573.39483054844,0.12248935082057111,102  - Condo,2,False,False
044.0-0004-0008.0,137 FRANKLIN ST #1 | 137 FRANKLIN ST #2,1449800.0,15614.346,69018.82340520636,0.22623315248839998,102  - Condo,2,False,False
044.0-0004-0009.0,139-141 FRANKLIN ST,1262700.0,13599.279,63918.3881493639,0.21276004282556893,104  - Two Family,1,False,False
044.0-0004-0010.0,143-A FRANKLIN ST,1250100.0,13463.577,56796.77956243154,0.2370482464626487,104  - Two Family,1,False,False
044.0-0004-0011.0,145-A FRANKLIN ST,1609000.0,17328.93,77838.82749270498,0.22262578404876487,104  - Two Family,1,False,False
044.0-0004-0012.0,147 FRANKLIN ST #1 | 147 FRANKLIN ST #2,1618400.0,17430.168,150170.90429379942,0.11606887553862653,102  - Condo,2,False,False
044.0-0004-0013.0,149 FRANKLIN ST,1022300.0,11010.171,109222.59680498498,0.10080488215875756,101  - One Family,1,False,False
044.0-0005-0001.0,172-174 PALMER ST,1018200.0,10966.014,100513.96314384209,0.10909940924632444,104  - Two Family,1,False,False
044.0-0005-0002.0,168 PALMER ST #170 | 168 PALMER ST #168,952000.0,10253.04,85762.38830529446,0.11955170795269282,102  - Condo,2,False,False
044.0-0005-0003.0,164-166 PALMER ST,1152200.0,12409.194,107743.77062637922,0.11517319217489703,104  - Two Family,1,False,False
044.0-0005-0004.0,160-162 PALMER ST,1315900.0,14172.243,125344.41928146988,0.11306640599750367,104  - Two Family,1,False,False
044.0-0005-0005.0,156-158 PALMER ST,1042900.0,11232.033,98738.67520805624,0.11375515193344989,104  - Two Family,1,False,False
044.0-0005-0006.0,109 WEBSTER ST #109 | 111 WEBSTER ST #111,1190900.0,12825.993,108156.74929128414,0.11858707925344043,102  - Condo,2,False,False
044.0-0005-0007.0,115-117 WEBSTER ST,973400.0,10483.518,91335.53552310716,0.11478027626331433,104  - Two Family,1,False,False
044.0-0005-0008.0,119 WEBSTER ST,1214100.0,13075.857,118357.53410111986,0.11047760583477956,104  - Two Family,1,False,False
044.0-0005-0009.0,121-123 WEBSTER ST,1097000.0,11814.69,99355.85937395165,0.11891286608001987,104  - Two Family,1,False,False
044.0-0005-0010.0,125-127 WEBSTER ST,1394100.0,15014.457,136897.06068419185,0.10967698594082226,105  - Three Fam.,1,False,False
044.0-0006-0001.0,92-94 BEACON ST #92 | 92-94 BEACON ST #94,1122600.0,12090.402,94779.62566911604,0.12756330186625395,102  - Condo,2,False,False
044.0-0006-0002.0,90 BEACON ST #2 | 88 BEACON ST #1,1199300.0,12916.461,131829.14037048927,0.09797880016284644,102  - Condo,2,False,False
044.0-0006-0003.0,84-86 BEACON ST #84 | 84-86 BEACON ST #86,1435800.0,15463.566,130850.65638494659,0.11817721383458778,102  - Condo,2,False,False
044.0-0006-0004.0,82 BEACON ST,1046900.0,11275.113,105251.25497615822,0.10712568702913867,104  - Two Family,1,False,False
044.0-0006-0005.0,78-80 BEACON ST,1026900.0,11059.713,102110.1735016658,0.10831156799297353,104  - Two Family,1,False,False
044.0-0006-0006.A,76 BEACON ST #76B | 76 BEACON ST #76A,1761200.0,18968.124,154335.4199959554,0.1229019495362574,102  - Condo,2,False,False
044.0-0006-0007.A,147-149 PALMER ST,1146100.0,12343.497,99623.78277055816,0.12390110731318141,104  - Two Family,1,False,False
044.0-0006-0008.0,151-153 PALMER ST,1194000.0,12859.38,105192.96065768736,0.1222456324035429,104  - Two Family,1,False,False
044.0-0006-0009.0,155-157 PALMER ST,1069400.0,11517.438,128886.75207811627,0.08936091424679131,104  - Two Family,1,False,False
044.0-0006-0010.0,159-161 PALMER ST,1103900.0,11889.003,99528.01364266106,0.11945383580833341,104  - Two Family,1,False,False
044.0-0006-0011.0,163-165 PALMER ST,1036300.0,11160.951000000001,113988.25559194094,0.09791316607172545,104  - Two Family,1,False,False
044.0-0006-0012.0,167-169 PALMER ST,1145400.0,12335.958,100163.40052223652,0.12315833863149832,104  - Two Family,1,False,False
044.0-0007-0001.A,84 PARK ST,1345100.0,14486.727,130437.82536262002,0.11106231616271263,101  - One Family,1,False,False
044.0-0007-0001.B,2 CORAL ST,941400.0,10138.878,84037.65651331763,0.12064684357771531,104  - Two Family,1,False,False
044.0-0007-0002.A,82 PARK ST,690300.0,7434.531,89201.39672777642,0.08334545503461788,101  - One Family,1,False,False
044.0-0007-0002.B,80 PARK ST,858100.0,9241.737,90887.36140595174,0.1016834118301822,101  - One Family,1,False,False
044.0-0007-0003.0,76-78 PARK ST #76 | 76-78 PARK ST #78,2445000.0,26332.65,152522.59618753023,0.17264753327187907,102  - Condo,2,False,False
044.0-0007-0004.0,74 PARK ST #2 | 74 PARK ST #1,2090300.0,22512.531,139153.39623210471,0.16178211678319088,102  - Condo,2,False,False
044.0-0007-0005.0,70 PARK ST #A | 70 PARK ST #B,1657600.0,17852.352,99320.57735450486,0.1797447465118896,102  - Condo,2,False,False
044.0-0007-0006.0,77 BEACON ST,941600.0,10141.032,79326.51763023295,0.12783911739666542,101  - One Family,1,False,False
044.0-0007-0007.0,83 BEACON ST #B | 81 BEACON ST #A,2174200.0,23416.134000000002,143633.08912909628,0.16302743429095065,102  - Condo,2,False,False
044.0-0007-0008.0,85-87 BEACON ST #87 | 85-87 BEACON ST #85,2273800.0,24488.826,142230.99132537498,0.1721764417993691,102  - Condo,2,False,False
044.0-0007-0009.0,89 BEACON ST,1169300.0,12593.361,67807.33608265447,0.18572269207935246,101  - One Family,1,False,False
044.0-0007-0010.A,6 CORAL ST,967400.0,10418.898,89636.77467841268,0.11623463737265854,101  - One Family,1,False,False
044.0-0007-0010.B,4 CORAL ST #4 | 4 CORAL ST #4A,2594000.0,27937.38,234879.41119253632,0.11894350321365144,102  - Condo,2,False,False
044.0-0008-0001.0,0LOT MYSTIC VALLEY PKWY,5325300.0,0.0,0.0,2.578516126868292,925  - DCR,1,True,True
045.0-0002-0001.0,17 CHESTNUT ST,1219600.0,13135.092,62553.466752186876,0.20998183924859443,013  - Res. / Comm.,1,False,False
045.0-0002-0002.A,13-15 CHESTNUT ST #15 | 13-15 CHESTNUT ST #13,1909000.0,20559.93,101357.03212308009,0.20284660639070037,102  - Condo,2,False,False
045.0-0002-0003.0,9 CHESTNUT ST,999400.0,10763.538,58562.25604527826,0.18379650523842547,342  - Pro-Office,1,False,False
045.0-0002-0004.0,5 CHESTNUT ST,1252300.0,13487.271,49567.61117536146,0.272098466724257,355  - Funeral,1,False,False
045.0-0002-0005.0,1 CHESTNUT ST,1412000.0,15207.24,50392.907115185226,0.3017734215102963,340  - Office,1,False,False
045.0-0003-0001.0,37-51 MEDFORD ST,12238100.0,0.0,0.0,2.203330368394574,962  - Other,1,True,False
045.0-0004-0001.0,32 MEDFORD ST,2430200.0,0.0,0.0,0.5629308988111933,960  - Church,1,True,False
045.0-0004-0002.A,24 MEDFORD ST,1871900.0,0.0,0.0,0.3519675456798865,961  - Rectory,1,True,False
045.0-0004-0003.0,16 MEDFORD ST,11165300.0,0.0,0.0,0.958961931082599,962  - Other,1,True,False
045.0-0004-0004.B,0LOT MEDFORD ST,3445800.0,0.0,0.0,1.5637764304347674,930  - Vacant-Sel,1,True,False
045.0-0004-0005.A,4-14 MEDFORD ST,3040500.0,32746.185,72944.75166063146,0.44891762950059133,031  - Comm. / Res.,1,False,False
045.0-0004-0006.A,465-471 MASS AVE,1982800.0,21354.756,104705.94881788798,0.20394978739117972,374  - Health,1,False,False
045.0-0004-0007.A,473-503 MASS AVE,8866300.0,95490.051,107642.16850917296,0.8871063480281207,031  - Comm. / Res.,1,False,False
045.0-0004-0010.0,0LOT MEDFORD ST,491500.0,0.0,0.0,0.023619450524709245,930  - Vacant-Sel,1,True,False
045.0-0005-0002.0,20 BELTON ST,1510900.0,16272.393,152175.12744651866,0.10693201492943627,104  - Two Family,1,False,False
045.0-0005-0003.0,10-12 BELTON ST,1075800.0,11586.366,89896.93047633757,0.12888500128544136,104  - Two Family,1,False,False
045.0-0005-0004.0,6-8 BELTON ST #8 | 6-8 BELTON ST #6,0.0,0.0,0.0,0.16930082497103047,102  - Condo,2,False,False
045.0-0005-0005.0,2 BELTON ST,1314900.0,14161.473,85519.53024801376,0.16559343765021334,105  - Three Fam.,1,False,False
045.0-0005-0006.0,12 ALTON ST,1265300.0,13627.281,106836.55258365603,0.12755260882579916,104  - Two Family,1,False,False
045.0-0005-0007.0,301-309 BROADWAY,2319000.0,24975.63,88574.02552590314,0.2819746517301054,325  - Store,1,False,False
045.0-0005-0008.0,311-321 BROADWAY,2767300.0,29803.821,81883.72579132135,0.36397734362935924,325  - Store,1,False,False
045.0-0005-0009.0,323-329 BROADWAY,1781600.0,19187.832,126225.39409709256,0.15201245468277738,325  - Store,1,False,False
045.0-0005-0010.0,7-13 MEDFORD ST,2113800.0,22765.626,84315.26998285101,0.27000596694561174,362  - Movie,1,False,False
045.0-0005-0011.0,15 MEDFORD ST #5 | 15 MEDFORD ST #4 | 15 MEDFORD ST #6 | 15 MEDFORD ST #2 | 15 MEDFORD ST #3 | 15 MEDFORD ST #1,3347600.0,36053.652,215295.0357683976,0.1674616038931084,102  - Condo,6,False,False
045.0-0005-0012.0,19 MEDFORD ST,1258900.0,13558.353000000001,77815.79980514314,0.17423650510501953,105  - Three Fam.,1,False,False
045.0-0005-0013.0,25-27 MEDFORD ST,4905300.0,0.0,0.0,0.4279998693760297,962  - Other,1,True,False
045.0-0006-0001.0,15 BELTON ST #2 | 15 BELTON ST #1,1429700.0,15397.869,117036.8348233994,0.1315642978830924,102  - Condo,2,False,False
045.0-0006-0002.0,26-28 ALTON ST,1344600.0,14481.342,109516.58857308855,0.13222966665306166,104  - Two Family,1,False,False
045.0-0006-0003.0,20 ALTON ST,1027900.0,11070.483,92110.36237690535,0.12018716151284713,101  - One Family,1,False,False
045.0-0006-0004.0,11 BELTON ST #2 | 11 BELTON ST #1,1460300.0,15727.431,111043.62769152896,0.14163289985166594,102  - Condo,2,False,False
045.0-0007-0001.0,148-150 WARREN ST,1550700.0,16701.039,146818.8507998449,0.11375268849344272,104  - Two Family,1,False,False
045.0-0007-0002.0,144-146 WARREN ST,1109400.0,11948.238,127994.1403857762,0.09334988276797544,104  - Two Family,1,False,False
045.0-0007-0003.0,140-142 WARREN ST,1375600.0,14815.212,135422.64490854382,0.10939981278615026,105  - Three Fam.,1,False,False
045.0-0007-0004.0,136-138 WARREN ST,1098300.0,11828.691,108439.54738457475,0.1090809698610251,104  - Two Family,1,False,False
045.0-0007-0005.0,44-46 FRANKLIN ST #1 | 44-46 FRANKLIN ST #2,1201500.0,12940.155,118211.63366748227,0.10946600261357853,102  - Condo,2,False,False
045.0-0007-0006.A,42 FRANKLIN ST #42 | 40 FRANKLIN ST #40,1553100.0,16726.887,124717.61756216879,0.13411807671568166,102  - Condo,2,False,False
045.0-0007-0006.B,32-34 FRANKLIN ST,1086800.0,11704.836,93573.63701996344,0.1250868981132243,104  - Two Family,1,False,False
045.0-0007-0007.0,36 FRANKLIN ST,918800.0,9895.476,164459.3166832682,0.06016975018239723,104  - Two Family,1,False,False
045.0-0007-0009.0,30 FRANKLIN ST,987300.0,10633.221,128755.4849001956,0.08258460607128548,104  - Two Family,1,False,False
045.0-0007-0010.0,26 FRANKLIN ST,1145800.0,12340.266,105609.47331533492,0.11684809716978432,104  - Two Family,1,False,False
045.0-0007-0011.0,22 FRANKLIN ST,1293900.0,13935.303,111262.81260017138,0.12524672596653857,105  - Three Fam.,1,False,False
045.0-0007-0012.0,18-20 FRANKLIN ST,1081100.0,11643.447,93205.59706396922,0.1249221867224221,104  - Two Family,1,False,False
045.0-0007-0013.0,295-297 BROADWAY,5725600.0,61664.712,67704.06384793203,0.910797794036458,340  - Office,1,False,False
045.0-0007-0017.0,9 ALTON ST #9 | 11 ALTON ST #11,1038800.0,11187.876,100592.51809678947,0.11121976277833207,102  - Condo,2,False,False
045.0-0007-0018.0,15 ALTON ST,1198200.0,12904.614,122881.73308580875,0.1050165364366131,104  - Two Family,1,False,False
045.0-0007-0019.0,17-19 ALTON ST #17 | 17-19 ALTON ST #19,2173800.0,23411.826,191596.0647680001,0.12219366837387251,102  - Condo,2,False,False
045.0-0007-0020.0,21-23 ALTON ST,1228700.0,13233.099,119213.96657479405,0.11100292507839375,104  - Two Family,1,False,False
045.0-0007-0021.0,25-27 ALTON ST,1140200.0,12279.954,107546.88459834096,0.11418233123035006,104  - Two Family,1,False,False
045.0-0007-0022.0,29-31 ALTON ST,1239200.0,13346.184,104661.65976860673,0.12751741210206938,104  - Two Family,1,False,False
045.0-0007-0023.0,33-35 ALTON ST,1206700.0,12996.159,105301.70476915457,0.12341831529214606,104  - Two Family,1,False,False
045.0-0007-0024.0,37 ALTON ST,1177700.0,12683.829,102688.90484159185,0.12351703447968507,104  - Two Family,1,False,False
045.0-0007-0025.0,41 ALTON ST #1 | 41 ALTON ST #2,1506500.0,16225.005,151015.69699932565,0.10743919554317888,102  - Condo,2,False,False
045.0-0007-0026.0,47 ALTON ST #2 | 45 ALTON ST #1,1384000.0,14905.68,140500.09238895072,0.10609017934832489,102  - Condo,2,False,False
045.0-0007-0027.0,49-51 ALTON ST,1186300.0,12776.451000000001,115026.40503207242,0.11107407030966139,104  - Two Family,1,False,False
046.0-0001-0001.0,40-42 SHERBORN ST,1025200.0,11041.404,113159.37194876313,0.09757392436747866,104  - Two Family,1,False,False
046.0-0001-0002.0,36-38 SHERBORN ST,241900.0,2605.263,25287.237358185786,0.10302679423209687,114  - Housing Corp,1,False,False
046.0-0001-0003.0,34 SHERBORN ST | 32 SHERBORN ST,1190600.0,12822.762,160411.58480100005,0.07993663310481837,102  - Condo,2,False,False
046.0-0001-0004.0,28-30 SHERBORN ST,1089300.0,11731.761,123702.63099429813,0.09483841132320586,104  - Two Family,1,False,False
046.0-0001-0005.0,24 SHERBORN ST | 26 SHERBORN ST,1191700.0,12834.609,99129.41770621284,0.12947326128796177,102  - Condo,2,False,False
046.0-0001-0006.0,20-22 SHERBORN ST,1046000.0,11265.42,103777.39342042971,0.10855369969026683,104  - Two Family,1,False,False
046.0-0001-0007.0,16-18 SHERBORN ST,1237000.0,13322.49,137432.93277128236,0.09693811906183693,104  - Two Family,1,False,False
046.0-0001-0009.0,98 MEDFORD ST,1253000.0,13494.81,53102.91914667815,0.2541255775925487,104  - Two Family,1,False,False
046.0-0001-0012.0,0LOT MEDFORD ST,13299600.0,0.0,0.0,30.76000690605997,930  - Vacant-Sel,1,True,False
046.0-0001-0013.0,58-60 MEDFORD ST,1188200.0,12796.914,51606.67188774283,0.24797014672514492,340  - Office,1,False,False
046.0-0001-0014.0,0LOT MEDFORD ST,12900.0,138.933,5092.542355386174,0.027281658217934355,132  - Undev. Land,1,False,False
046.0-0001-0015.0,54 MEDFORD ST,15975100.0,0.0,0.0,1.4360791763138179,970  - Housing Auth,1,True,False
046.0-0002-0001.A,114-114A MEDFORD ST,1035800.0,11155.566,100988.24901587995,0.11046400060115745,104  - Two Family,1,False,False
046.0-0002-0002.A,112 MEDFORD ST #112 | 110 MEDFORD ST #110,1493200.0,16081.764,157926.9739964795,0.10183038142906793,102  - Condo,2,False,False
046.0-0002-0003.A,108 MEDFORD ST,1050600.0,11314.962,104725.79543432423,0.10804369594973239,104  - Two Family,1,False,False
046.0-0002-0004.A,104 MEDFORD ST,1193200.0,12850.764,115112.84391837868,0.11163623069821726,104  - Two Family,1,False,False
046.0-0002-0005.0,0LOT SHERBORN ST,146000.0,1572.42,16050.13985019708,0.09796923981199405,106  - Out Bldg.,1,False,False
046.0-0002-0006.0,31 SHERBORN ST,1077900.0,11608.983,140111.34529861534,0.08285541028285827,104  - Two Family,1,False,False
046.0-0002-0007.0,35 SHERBORN ST,1043600.0,11239.572,110436.12885114284,0.10177441129931175,104  - Two Family,1,False,False
046.0-0002-0008.0,41 SHERBORN ST | 39 SHERBORN ST,1304100.0,14045.157,139375.57397451886,0.10077201190624539,102  - Condo,2,False,False
